emp_no,title,to_date,salary,birth_date
297547,Engineer,9999-01-01,43223,1954-09-13
297548,Senior Staff,9999-01-01,40000,1955-05-05
297550,Engineer,9999-01-01,43007,1952-11-07
297551,Senior Engineer,9999-01-01,43922,1955-01-26
297552,Senior Staff,9999-01-01,88722,1954-07-26
297558,Senior Engineer,9999-01-01,46375,1955-08-15
297563,Staff,9999-01-01,40000,1952-02-04
297564,Senior Engineer,9999-01-01,58450,1952-04-03
297566,Senior Engineer,9999-01-01,50579,1952-12-05
297571,Senior Staff,9999-01-01,40000,1955-01-05
297580,Senior Staff,9999-01-01,67887,1955-08-09
297589,Senior Staff,9999-01-01,45466,1954-08-24
297592,Senior Staff,9999-01-01,76910,1952-03-05
297594,Senior Staff,9999-01-01,58729,1955-05-13
297616,Senior Staff,9999-01-01,61993,1953-11-09
297621,Senior Engineer,9999-01-01,49827,1954-03-13
297624,Engineer,9999-01-01,53252,1953-12-24
297629,Senior Staff,9999-01-01,40000,1953-05-30
297636,Senior Engineer,9999-01-01,40000,1953-11-25
297639,Senior Engineer,9999-01-01,48298,1955-10-12
297640,Senior Engineer,9999-01-01,40596,1955-05-19
297642,Staff,9999-01-01,66757,1955-08-10
297647,Senior Engineer,9999-01-01,44027,1952-03-31
297649,Senior Engineer,9999-01-01,57259,1955-04-20
297650,Senior Staff,9999-01-01,52402,1954-07-13
297653,Technique Leader,9999-01-01,40000,1953-06-10
297656,Senior Staff,9999-01-01,61464,1955-08-30
297667,Senior Engineer,9999-01-01,79583,1952-02-22
297668,Technique Leader,9999-01-01,57038,1952-06-29
297671,Staff,9999-01-01,63984,1952-05-24
297679,Senior Engineer,9999-01-01,48339,1952-04-23
297680,Senior Staff,9999-01-01,85713,1952-05-21
297685,Engineer,9999-01-01,62280,1955-11-21
297688,Staff,9999-01-01,41826,1953-06-29
297689,Engineer,9999-01-01,40000,1953-10-18
297690,Senior Staff,9999-01-01,65068,1953-03-22
297692,Senior Staff,9999-01-01,74306,1953-09-25
297693,Senior Engineer,9999-01-01,45671,1954-11-03
297694,Senior Engineer,9999-01-01,40000,1953-05-29
297697,Senior Staff,9999-01-01,48876,1953-03-27
297699,Engineer,9999-01-01,59180,1955-01-05
297701,Senior Staff,9999-01-01,45680,1955-12-12
297706,Senior Staff,9999-01-01,76269,1952-08-05
297707,Senior Staff,9999-01-01,72329,1953-08-28
297717,Senior Staff,9999-01-01,64816,1954-07-18
297722,Staff,9999-01-01,50808,1955-11-14
297728,Assistant Engineer,9999-01-01,49056,1955-10-10
297729,Staff,9999-01-01,49501,1955-10-01
297730,Senior Engineer,9999-01-01,40000,1953-12-22
297739,Senior Staff,9999-01-01,40450,1953-07-08
297740,Senior Staff,9999-01-01,58826,1954-08-19
297741,Senior Engineer,9999-01-01,40000,1953-05-14
297746,Senior Staff,9999-01-01,40000,1955-09-08
297755,Senior Engineer,9999-01-01,40000,1955-08-27
297766,Senior Engineer,9999-01-01,45957,1952-12-02
297773,Senior Engineer,9999-01-01,66027,1952-11-03
297776,Senior Staff,9999-01-01,60011,1954-06-21
297778,Senior Staff,9999-01-01,72031,1952-10-07
297787,Senior Staff,9999-01-01,74318,1954-05-25
297795,Senior Staff,9999-01-01,57330,1952-05-30
297797,Senior Staff,9999-01-01,50568,1955-06-11
297798,Senior Engineer,9999-01-01,40000,1952-07-06
297802,Senior Engineer,9999-01-01,40000,1953-09-10
297805,Staff,9999-01-01,68581,1954-01-07
297809,Senior Staff,9999-01-01,72269,1954-03-09
297816,Technique Leader,9999-01-01,58013,1954-11-29
297818,Senior Staff,9999-01-01,48256,1952-12-25
297832,Technique Leader,9999-01-01,52372,1955-04-27
297838,Staff,9999-01-01,40000,1955-03-22
297840,Senior Staff,9999-01-01,76455,1953-11-13
297846,Senior Engineer,9999-01-01,47901,1954-01-02
297853,Technique Leader,9999-01-01,40000,1952-03-31
297854,Staff,9999-01-01,71895,1953-10-26
297860,Staff,9999-01-01,41035,1953-05-13
297872,Senior Staff,9999-01-01,40000,1952-12-25
297879,Senior Engineer,9999-01-01,59410,1955-09-13
297882,Senior Staff,9999-01-01,49894,1955-07-29
297887,Staff,9999-01-01,53773,1953-11-29
297888,Senior Engineer,9999-01-01,60896,1954-02-06
297891,Senior Staff,9999-01-01,40000,1954-12-30
297895,Senior Staff,9999-01-01,54159,1953-11-11
297896,Senior Engineer,9999-01-01,40000,1952-11-24
297900,Staff,9999-01-01,43928,1953-08-20
297902,Technique Leader,9999-01-01,40000,1954-02-22
297904,Senior Engineer,9999-01-01,44541,1952-05-14
297907,Senior Engineer,9999-01-01,40000,1953-03-18
297908,Staff,9999-01-01,84722,1952-06-10
297914,Senior Engineer,9999-01-01,40000,1952-11-26
297916,Staff,9999-01-01,58022,1952-04-08
297925,Senior Staff,9999-01-01,71249,1953-06-16
297929,Senior Staff,9999-01-01,53538,1955-12-27
297938,Staff,9999-01-01,77795,1954-12-21
297940,Technique Leader,9999-01-01,57190,1952-06-20
297947,Senior Staff,9999-01-01,40000,1952-10-29
297948,Senior Engineer,9999-01-01,40000,1952-05-17
297953,Engineer,9999-01-01,40000,1953-08-13
297956,Senior Staff,9999-01-01,40000,1954-05-11
297960,Senior Staff,9999-01-01,95903,1952-03-30
297966,Senior Staff,9999-01-01,64528,1954-02-16
297968,Senior Engineer,9999-01-01,40000,1955-05-08
297970,Senior Staff,9999-01-01,51127,1955-09-24
297971,Senior Staff,9999-01-01,50756,1952-04-13
297979,Senior Staff,9999-01-01,40000,1953-03-21
297980,Senior Engineer,9999-01-01,40000,1955-01-24
297981,Engineer,9999-01-01,40000,1952-11-14
297984,Engineer,9999-01-01,40000,1955-12-27
297986,Assistant Engineer,9999-01-01,46524,1954-02-25
297987,Senior Engineer,9999-01-01,40000,1954-05-08
297994,Senior Staff,9999-01-01,78693,1953-02-10
297997,Senior Staff,9999-01-01,64794,1955-08-25
298009,Senior Staff,9999-01-01,78781,1955-09-16
298016,Senior Staff,9999-01-01,61497,1955-08-13
298020,Senior Staff,9999-01-01,52443,1954-08-29
298021,Engineer,9999-01-01,40000,1954-12-23
298023,Engineer,9999-01-01,52137,1953-12-05
298032,Senior Engineer,9999-01-01,40000,1955-04-19
298034,Senior Staff,9999-01-01,51103,1955-11-06
298036,Technique Leader,9999-01-01,40000,1953-07-11
298047,Senior Staff,9999-01-01,58679,1953-02-08
298057,Engineer,9999-01-01,41712,1953-06-11
298077,Senior Staff,9999-01-01,70912,1955-04-18
298086,Senior Staff,9999-01-01,40000,1953-01-11
298087,Senior Engineer,9999-01-01,47091,1955-07-28
298090,Staff,9999-01-01,75408,1952-08-03
298093,Senior Staff,9999-01-01,75877,1954-03-23
298094,Senior Staff,9999-01-01,40000,1955-08-21
298095,Senior Staff,9999-01-01,40000,1952-11-06
298099,Engineer,9999-01-01,62007,1953-02-14
298103,Technique Leader,9999-01-01,40428,1952-12-23
298104,Senior Engineer,9999-01-01,41233,1954-05-07
298109,Senior Staff,9999-01-01,49040,1954-06-26
298113,Technique Leader,9999-01-01,40000,1953-01-03
298115,Senior Engineer,9999-01-01,62370,1954-06-04
298116,Senior Staff,9999-01-01,40854,1954-02-11
298123,Engineer,9999-01-01,40000,1954-08-18
298126,Assistant Engineer,9999-01-01,53962,1955-11-08
298137,Senior Staff,9999-01-01,59682,1955-01-27
298138,Staff,9999-01-01,64451,1953-06-29
298141,Technique Leader,9999-01-01,40000,1953-07-09
298143,Senior Staff,9999-01-01,42106,1955-06-04
298145,Senior Staff,9999-01-01,77150,1954-02-26
298147,Senior Staff,9999-01-01,60207,1953-12-25
298150,Senior Staff,9999-01-01,64394,1952-12-30
298151,Senior Engineer,9999-01-01,43676,1954-10-25
298154,Engineer,9999-01-01,54009,1955-06-12
298159,Assistant Engineer,9999-01-01,52262,1955-04-06
298161,Senior Staff,9999-01-01,40000,1954-05-17
298164,Senior Engineer,9999-01-01,40000,1954-04-20
298166,Senior Staff,9999-01-01,52838,1954-05-05
298176,Senior Engineer,9999-01-01,58172,1954-04-04
298177,Senior Staff,9999-01-01,75057,1955-01-01
298180,Staff,9999-01-01,60159,1955-12-09
298186,Senior Staff,9999-01-01,69651,1953-08-27
298205,Staff,9999-01-01,40000,1953-04-30
298208,Senior Staff,9999-01-01,74223,1952-02-23
298210,Senior Engineer,9999-01-01,69915,1954-09-02
298214,Senior Staff,9999-01-01,52894,1952-03-04
298222,Senior Staff,9999-01-01,51734,1953-03-26
298232,Senior Engineer,9999-01-01,66768,1952-11-26
298233,Senior Staff,9999-01-01,62415,1954-11-01
298234,Engineer,9999-01-01,59901,1954-06-29
298246,Staff,9999-01-01,55967,1955-02-27
298247,Senior Staff,9999-01-01,84006,1954-03-27
298249,Senior Engineer,9999-01-01,40000,1955-10-03
298253,Technique Leader,9999-01-01,53244,1955-10-07
298254,Senior Staff,9999-01-01,46017,1954-07-06
298261,Senior Engineer,9999-01-01,47420,1955-05-08
298264,Staff,9999-01-01,57064,1952-12-15
298265,Senior Engineer,9999-01-01,40000,1955-03-29
298269,Senior Staff,9999-01-01,40000,1955-07-28
298276,Senior Engineer,9999-01-01,40000,1953-04-27
298277,Staff,9999-01-01,54340,1953-08-01
298292,Senior Staff,9999-01-01,60112,1954-06-02
298293,Senior Engineer,9999-01-01,40000,1953-10-23
298304,Staff,9999-01-01,79588,1952-08-28
298307,Senior Staff,9999-01-01,72090,1955-07-06
298308,Senior Engineer,9999-01-01,51090,1952-11-26
298311,Senior Engineer,9999-01-01,62448,1952-02-15
298313,Senior Engineer,9999-01-01,46958,1955-07-27
298315,Senior Staff,9999-01-01,40000,1955-03-03
298323,Senior Staff,9999-01-01,61104,1954-09-07
298325,Engineer,9999-01-01,52000,1955-11-19
298333,Senior Staff,9999-01-01,69395,1953-05-07
298335,Senior Engineer,9999-01-01,49582,1955-12-19
298341,Staff,9999-01-01,113688,1952-11-29
298355,Senior Staff,9999-01-01,46275,1954-05-21
298358,Senior Engineer,9999-01-01,40000,1955-07-31
298360,Staff,9999-01-01,53080,1954-03-04
298363,Technique Leader,9999-01-01,51159,1954-04-14
298365,Senior Engineer,9999-01-01,47890,1955-04-24
298368,Senior Staff,9999-01-01,74828,1955-10-30
298371,Staff,9999-01-01,40000,1954-12-20
298372,Senior Engineer,9999-01-01,44607,1953-12-02
298373,Technique Leader,9999-01-01,50040,1955-03-01
298379,Staff,9999-01-01,66563,1955-07-23
298381,Senior Engineer,9999-01-01,40000,1955-07-06
298384,Senior Staff,9999-01-01,40000,1954-07-04
298389,Staff,9999-01-01,40000,1955-03-06
298390,Senior Staff,9999-01-01,76775,1953-03-27
298393,Senior Engineer,9999-01-01,40000,1954-11-12
298394,Senior Staff,9999-01-01,57112,1955-07-25
298399,Assistant Engineer,9999-01-01,54403,1953-10-31
298402,Senior Engineer,9999-01-01,40000,1953-01-30
298403,Engineer,9999-01-01,54499,1955-05-31
298407,Staff,9999-01-01,83426,1955-04-18
298408,Senior Engineer,9999-01-01,40000,1954-08-22
298423,Senior Engineer,9999-01-01,41947,1955-04-03
298426,Senior Staff,9999-01-01,40261,1953-05-19
298429,Senior Staff,9999-01-01,67838,1954-09-22
298436,Staff,9999-01-01,58467,1952-10-24
298441,Staff,9999-01-01,40000,1954-07-10
298451,Engineer,9999-01-01,55508,1954-02-12
298452,Senior Engineer,9999-01-01,46029,1954-03-01
298453,Senior Staff,9999-01-01,41822,1954-03-18
298455,Senior Staff,9999-01-01,70613,1953-07-25
298464,Senior Staff,9999-01-01,40000,1955-03-03
298467,Senior Engineer,9999-01-01,40000,1954-03-06
298468,Senior Engineer,9999-01-01,57663,1953-12-06
298480,Engineer,9999-01-01,70261,1952-11-17
298482,Engineer,9999-01-01,40000,1954-05-05
298483,Senior Engineer,9999-01-01,54548,1952-05-23
298486,Senior Engineer,9999-01-01,40000,1952-10-09
298488,Senior Engineer,9999-01-01,44341,1953-01-20
298489,Senior Staff,9999-01-01,88994,1952-03-07
298491,Senior Engineer,9999-01-01,57198,1953-02-07
298494,Senior Engineer,9999-01-01,40000,1954-11-18
298500,Senior Staff,9999-01-01,54680,1955-10-04
298506,Engineer,9999-01-01,67273,1955-04-07
298507,Senior Engineer,9999-01-01,43602,1954-03-06
298510,Engineer,9999-01-01,40000,1953-08-27
298517,Engineer,9999-01-01,40000,1954-03-07
298519,Senior Staff,9999-01-01,54923,1955-09-05
298526,Engineer,9999-01-01,48698,1954-05-08
298528,Senior Staff,9999-01-01,78128,1955-12-26
298544,Engineer,9999-01-01,54314,1955-05-01
298547,Senior Engineer,9999-01-01,40000,1954-01-11
298556,Staff,9999-01-01,59231,1952-03-26
298568,Assistant Engineer,9999-01-01,41262,1952-06-18
298569,Engineer,9999-01-01,53802,1953-07-11
298575,Senior Staff,9999-01-01,47388,1955-02-21
298582,Senior Engineer,9999-01-01,56401,1954-12-08
298583,Senior Engineer,9999-01-01,65531,1952-06-05
298587,Senior Staff,9999-01-01,67902,1954-11-08
298588,Senior Engineer,9999-01-01,40963,1955-11-06
298592,Engineer,9999-01-01,40000,1952-03-07
298593,Engineer,9999-01-01,69968,1953-05-18
298599,Staff,9999-01-01,66910,1955-03-17
298601,Senior Staff,9999-01-01,47612,1953-02-20
298606,Senior Engineer,9999-01-01,61460,1955-09-29
298609,Technique Leader,9999-01-01,40000,1955-11-20
298612,Staff,9999-01-01,40000,1952-11-27
298613,Senior Engineer,9999-01-01,53863,1952-07-27
298615,Senior Staff,9999-01-01,55176,1955-07-01
298616,Senior Staff,9999-01-01,65891,1955-01-13
298617,Staff,9999-01-01,44562,1953-11-13
298618,Engineer,9999-01-01,45021,1953-10-17
298622,Senior Engineer,9999-01-01,40000,1953-08-30
298628,Senior Staff,9999-01-01,41975,1952-03-02
298639,Senior Engineer,9999-01-01,45321,1953-12-03
298642,Senior Staff,9999-01-01,54638,1952-10-22
298647,Senior Engineer,9999-01-01,40000,1954-06-18
298653,Senior Engineer,9999-01-01,49646,1953-06-14
298655,Senior Engineer,9999-01-01,40000,1953-06-15
298656,Staff,9999-01-01,40000,1952-05-11
298657,Engineer,9999-01-01,40000,1952-11-07
298660,Senior Engineer,9999-01-01,44317,1952-11-30
298663,Senior Engineer,9999-01-01,66215,1953-10-13
298665,Senior Staff,9999-01-01,40000,1954-04-16
298666,Senior Engineer,9999-01-01,65738,1952-04-16
298668,Senior Engineer,9999-01-01,40000,1952-05-21
298669,Senior Engineer,9999-01-01,40000,1952-04-22
298671,Senior Engineer,9999-01-01,50847,1955-09-03
298674,Senior Engineer,9999-01-01,42894,1953-02-07
298675,Engineer,9999-01-01,46427,1954-08-06
298678,Senior Staff,9999-01-01,40000,1954-06-15
298681,Senior Engineer,9999-01-01,44641,1953-03-03
298683,Engineer,9999-01-01,40000,1955-06-13
298690,Senior Staff,9999-01-01,40000,1953-08-05
298693,Engineer,9999-01-01,40000,1952-03-08
298696,Senior Staff,9999-01-01,40000,1953-05-22
298698,Senior Engineer,9999-01-01,41965,1955-02-14
298700,Senior Staff,9999-01-01,52596,1955-01-12
298701,Engineer,9999-01-01,74565,1955-09-14
298704,Senior Staff,9999-01-01,83923,1953-05-03
298714,Senior Staff,9999-01-01,40000,1952-06-16
298715,Senior Engineer,9999-01-01,48920,1955-06-11
298737,Senior Staff,9999-01-01,66534,1955-11-06
298741,Staff,9999-01-01,76397,1954-11-17
298742,Senior Staff,9999-01-01,73588,1952-03-17
298747,Senior Engineer,9999-01-01,44348,1953-12-25
298756,Senior Staff,9999-01-01,47010,1954-04-12
298758,Senior Staff,9999-01-01,60611,1955-08-25
298765,Engineer,9999-01-01,60477,1954-06-02
298770,Senior Engineer,9999-01-01,41957,1953-08-10
298774,Senior Staff,9999-01-01,70710,1952-06-06
298779,Senior Staff,9999-01-01,82222,1954-10-14
298782,Senior Engineer,9999-01-01,40000,1954-02-26
298784,Senior Staff,9999-01-01,78153,1955-10-21
298786,Staff,9999-01-01,43876,1954-11-12
298792,Senior Engineer,9999-01-01,52749,1955-03-17
298793,Technique Leader,9999-01-01,92184,1952-11-26
298794,Senior Staff,9999-01-01,58375,1953-11-30
298796,Senior Engineer,9999-01-01,40000,1954-10-08
298802,Senior Staff,9999-01-01,96892,1955-03-30
298811,Senior Staff,9999-01-01,72301,1952-09-09
298819,Engineer,9999-01-01,40000,1954-08-07
298831,Senior Engineer,9999-01-01,40000,1955-03-22
298833,Engineer,9999-01-01,69066,1952-11-08
298835,Senior Engineer,9999-01-01,49675,1953-04-10
298840,Senior Staff,9999-01-01,81878,1955-09-24
298844,Senior Engineer,9999-01-01,40000,1954-12-10
298845,Engineer,9999-01-01,74208,1955-01-08
298846,Senior Engineer,9999-01-01,41867,1954-01-04
298850,Senior Engineer,9999-01-01,40000,1952-07-02
298852,Engineer,9999-01-01,40000,1954-10-09
298856,Senior Staff,9999-01-01,45320,1953-12-18
298859,Senior Staff,9999-01-01,63111,1954-12-05
298864,Senior Engineer,9999-01-01,52238,1955-03-01
298872,Senior Engineer,9999-01-01,44454,1952-02-04
298884,Staff,9999-01-01,55146,1954-12-11
298891,Senior Staff,9999-01-01,40000,1955-08-10
298895,Senior Engineer,9999-01-01,77052,1955-07-11
298903,Technique Leader,9999-01-01,40000,1953-09-19
298907,Technique Leader,9999-01-01,53284,1952-07-13
298910,Senior Engineer,9999-01-01,40351,1952-03-21
298916,Senior Engineer,9999-01-01,41933,1953-09-20
298921,Senior Staff,9999-01-01,82115,1955-11-19
298923,Engineer,9999-01-01,49728,1953-08-20
298924,Technique Leader,9999-01-01,55909,1953-06-15
298927,Senior Engineer,9999-01-01,40000,1955-05-04
298930,Senior Engineer,9999-01-01,45384,1953-08-01
298939,Senior Staff,9999-01-01,53756,1952-10-28
298941,Staff,9999-01-01,47578,1954-11-15
298943,Senior Staff,9999-01-01,43417,1952-12-25
298950,Senior Engineer,9999-01-01,48080,1955-02-19
298952,Senior Engineer,9999-01-01,47532,1952-10-24
298955,Senior Staff,9999-01-01,71474,1952-09-06
298963,Senior Engineer,9999-01-01,77436,1954-06-27
298964,Senior Engineer,9999-01-01,40000,1954-01-19
298966,Technique Leader,9999-01-01,57866,1952-04-08
298968,Senior Engineer,9999-01-01,68856,1955-07-26
298972,Engineer,9999-01-01,40000,1954-11-28
298975,Senior Staff,9999-01-01,74000,1953-03-08
298980,Senior Staff,9999-01-01,40000,1955-06-30
298989,Engineer,9999-01-01,40000,1955-12-22
298992,Senior Engineer,9999-01-01,55568,1953-03-15
299004,Senior Engineer,9999-01-01,51449,1955-01-20
299008,Senior Staff,9999-01-01,96076,1955-02-12
299011,Engineer,9999-01-01,40000,1953-03-20
299012,Senior Staff,9999-01-01,40000,1954-10-05
299013,Staff,9999-01-01,60286,1953-04-07
299016,Senior Staff,9999-01-01,52039,1953-07-12
299021,Engineer,9999-01-01,40000,1955-02-11
299027,Senior Engineer,9999-01-01,54013,1953-11-18
299030,Engineer,9999-01-01,40000,1955-01-18
299033,Senior Staff,9999-01-01,56718,1953-04-01
299034,Senior Staff,9999-01-01,61699,1955-10-01
299046,Senior Engineer,9999-01-01,40000,1955-02-14
299053,Senior Staff,9999-01-01,40000,1952-04-02
299059,Senior Engineer,9999-01-01,68655,1954-02-03
299061,Senior Engineer,9999-01-01,40000,1953-03-22
299065,Senior Engineer,9999-01-01,47451,1952-08-30
299069,Engineer,9999-01-01,40000,1953-01-07
299077,Engineer,9999-01-01,43633,1954-11-07
299081,Staff,9999-01-01,70396,1955-05-06
299091,Senior Engineer,9999-01-01,40000,1954-09-11
299095,Senior Staff,9999-01-01,61447,1952-02-24
299104,Senior Staff,9999-01-01,55537,1954-06-05
299110,Senior Engineer,9999-01-01,40000,1953-01-07
299111,Senior Engineer,9999-01-01,40000,1953-10-30
299118,Assistant Engineer,9999-01-01,48895,1954-03-01
299125,Senior Engineer,9999-01-01,40000,1953-01-06
299129,Senior Engineer,9999-01-01,60439,1955-07-19
299130,Senior Engineer,9999-01-01,40000,1954-07-16
299131,Senior Staff,9999-01-01,40000,1955-05-27
299136,Senior Engineer,9999-01-01,58047,1953-02-14
299139,Senior Staff,9999-01-01,55200,1953-08-30
299145,Senior Staff,9999-01-01,51281,1952-02-22
299151,Senior Engineer,9999-01-01,40000,1952-06-15
299155,Senior Engineer,9999-01-01,40000,1954-06-14
299162,Senior Staff,9999-01-01,90772,1953-03-01
299168,Senior Staff,9999-01-01,77402,1952-06-13
299173,Engineer,9999-01-01,45453,1953-08-01
299205,Staff,9999-01-01,43816,1952-06-20
299217,Senior Staff,9999-01-01,70353,1952-06-29
299219,Senior Engineer,9999-01-01,47593,1955-05-03
299225,Staff,9999-01-01,89587,1954-04-22
299228,Senior Engineer,9999-01-01,40000,1954-07-02
299230,Senior Engineer,9999-01-01,60133,1955-04-23
299233,Senior Engineer,9999-01-01,40000,1954-10-12
299246,Technique Leader,9999-01-01,40000,1952-06-23
299250,Engineer,9999-01-01,56735,1953-09-22
299255,Technique Leader,9999-01-01,40000,1954-05-15
299256,Senior Engineer,9999-01-01,40000,1955-07-23
299258,Senior Staff,9999-01-01,47026,1955-10-08
299263,Staff,9999-01-01,40000,1952-11-10
299264,Senior Staff,9999-01-01,86343,1953-04-04
299268,Senior Engineer,9999-01-01,64961,1953-11-06
299278,Senior Staff,9999-01-01,42534,1952-04-15
299280,Senior Engineer,9999-01-01,40000,1955-09-07
299285,Engineer,9999-01-01,83789,1955-01-15
299288,Senior Engineer,9999-01-01,75135,1955-09-13
299290,Senior Engineer,9999-01-01,45490,1952-07-30
299292,Senior Staff,9999-01-01,53116,1952-06-12
299297,Senior Engineer,9999-01-01,47353,1953-02-17
299304,Senior Staff,9999-01-01,107318,1953-01-29
299307,Senior Staff,9999-01-01,72338,1953-07-16
299309,Engineer,9999-01-01,49204,1955-09-01
299310,Senior Staff,9999-01-01,71683,1952-06-24
299313,Senior Staff,9999-01-01,102870,1955-02-15
299317,Technique Leader,9999-01-01,40000,1953-09-22
299318,Assistant Engineer,9999-01-01,45013,1955-01-06
299319,Senior Staff,9999-01-01,89542,1954-02-22
299322,Senior Staff,9999-01-01,47445,1952-06-18
299325,Engineer,9999-01-01,40000,1953-09-28
